Starting Number,Stopping Time,Max Value
10531,42,47392
10532,42,13336
10533,42,31600
10534,42,23704
10535,192,250504
10536,55,10536
10537,78,120040
10538,55,15808
10539,192,250504
10540,55,11860
10541,55,31624
10542,55,35584
10543,179,144340
10544,55,10544
10545,148,31636
10546,148,17800
10547,148,47464
10548,55,10548
10549,55,31648
10550,104,60100
10551,104,71224
10552,148,10552
10553,104,45088
10554,148,15832
10555,148,53440
10556,148,26728
10557,148,31672
10558,78,202984
10559,78,240568
10560,117,10560
10561,55,31684
10562,55,33856
10563,55,47536
10564,104,14308
10565,104,31696
10566,104,23776
10567,60,304720
10568,104,15064
10569,55,53512
10570,104,15856
10571,104,47572
10572,104,15064
10573,104,31720
10574,78,67768
10575,78,107080
10576,117,10576
10577,55,50848
10578,55,135592
10579,55,135592
10580,117,10580
10581,117,31744
10582,55,23812
10583,55,71440
10584,55,10584
10585,148,35728
10586,55,15880
10587,130,80404
10588,55,17872
10589,55,31768
10590,148,53620
10591,148,160864
10592,29,10592
10593,130,50920
10594,99,15892
10595,99,47680
10596,99,10596
10597,99,31792
10598,99,23848
10599,161,619648
10600,29,10600
10601,55,80512
10602,29,15904
10603,104,86020
10604,148,22660
10605,148,31816
10606,148,35800
10607,55,120832
10608,29,10608
10609,29,31828
10610,99,17908
10611,99,47752
10612,29,10612
10613,29,31840
10614,148,51028
10615,148,71656
10616,55,13444
10617,254,497176
10618,55,15928
10619,99,53764
10620,55,40336
10621,55,40336
10622,99,121012
10623,99,363040
10624,117,10624
10625,55,31876
10626,55,15940
10627,55,47824
10628,55,10628
10629,55,31888
10630,55,23920
10631,55,71764
10632,55,10632
10633,148,60568
10634,55,15952
10635,55,47860
10636,55,11968
10637,55,31912
10638,55,35908
10639,55,107728
10640,55,10640
10641,55,31924
10642,55,26944
10643,55,47896
10644,55,10644
10645,55,31936
10646,55,23956
10647,55,71872
10648,55,10648
10649,55,35944
10650,55,15976
10651,99,345544
10652,86,45520
10653,86,45520
10654,86,53944
10655,148,182068
10656,117,10656
10657,86,31972
10658,55,15988
10659,55,47968
10660,55,20248
10661,55,31984
10662,55,23992
10663,55,80980
10664,117,10664
10665,192,182248
10666,117,16000
10667,148,102544
10668,47,12004
10669,47,32008
10670,47,36016
10671,86,108052
10672,148,21688
10673,55,32020
10674,55,18016
10675,55,48040
10676,148,21688
10677,148,32032
10678,47,40552
10679,47,72088
10680,148,21688
10681,55,36052
10682,148,21688
10683,99,61720
10684,47,30436
10685,47,32056
10686,47,81160
10687,99,410884
10688,73,10688
10689,148,32068
10690,161,250504
10691,161,250504
10692,117,10692
10693,117,32080
10694,117,24064
10695,73,494080
10696,47,10696
10697,192,54160
10698,47,16048
10699,47,48148
10700,47,12040
10701,47,32104
10702,192,146500
10703,192,146500
10704,73,10704
10705,47,32116
10706,47,40660
10707,47,48184
10708,73,10708
10709,73,32128
10710,99,34324
10711,99,72304
10712,29,10712
10713,29,36160
10714,29,16072
10715,192,81376
10716,29,18088
10717,29,32152
10718,192,695464
10719,192,695464
10720,73,10720
10721,99,61072
10722,73,16084
10723,73,48256
10724,47,15280
10725,47,32176
10726,47,24136
10727,99,122200
10728,73,10728
10729,47,91672
10730,73,16096
10731,47,137536
10732,73,13588
10733,73,32200
10734,73,36232
10735,86,206368
10736,99,39364
10737,73,32212
10738,73,20392
10739,73,48328
10740,99,39364
10741,99,39364
10742,130,176740
10743,130,176740
10744,99,39364
10745,55,40804
10746,99,39364
10747,99,61216
10748,99,103336
10749,99,103336
10750,99,275560
10751,192,2092552
10752,16,10752
10753,73,32260
10754,73,16132
10755,73,48400
10756,73,14560
10757,73,32272
10758,73,24208
10759,192,1276936
10760,117,10760
10761,73,54484
10762,117,16144
10763,73,48436
10764,117,12112
10765,117,32296
10766,73,36340
10767,73,109024
10768,68,10768
10769,117,32308
10770,148,32776
10771,148,48472
10772,68,10772
10773,68,32320
10774,148,65608
10775,148,72736
10776,68,10776
10777,148,65608
10778,68,16168
10779,148,184192
10780,29,18196
10781,29,32344
10782,29,54592
10783,148,163780
10784,117,10784
10785,29,32356
10786,68,16180
10787,68,48544
10788,161,23056
10789,161,32368
10790,161,24280
10791,161,81952
10792,117,10792
10793,117,599056
10794,117,16192
10795,68,48580
10796,68,12148
10797,68,32392
10798,68,36448
10799,161,138400
10800,117,10800
10801,161,32404
10802,161,25972
10803,161,48616
10804,117,10804
10805,117,32416
10806,73,155824
10807,73,155824
10808,161,17332
10809,68,36484
10810,161,17332
10811,68,54736
10812,161,27376
10813,161,32440
10814,68,82132
10815,68,246400
10816,55,10816
10817,117,32452
10818,117,16228
10819,117,48688
10820,42,10820
10821,42,32464
10822,42,24352
10823,68,73060
10824,42,10824
10825,68,54808
10826,42,16240
10827,42,48724
10828,42,12184
10829,42,32488
10830,42,41128
10831,42,109672
10832,55,10832
10833,68,34720
10834,68,61720
10835,68,61720
10836,55,10836
10837,55,32512
10838,42,24388
10839,42,73168
10840,117,10840
10841,130,250504
10842,117,16264
10843,161,131920
10844,117,18304
10845,117,32536
10846,68,54916
10847,68,164752
10848,55,10848
10849,161,41200
10850,161,16276
10851,161,48832
10852,161,10852
10853,161,32560
10854,161,24424
10855,205,225988
10856,55,10856
10857,161,82456
10858,55,16288
10859,42,48868
10860,99,223072
10861,99,223072
10862,99,223072
10863,99,123748
10864,68,10864
10865,55,32596
10866,161,39184
10867,161,48904
10868,68,10868
10869,68,32608
10870,117,27520
10871,117,73384
10872,68,13768
10873,130,61936
10874,68,16312
10875,117,55060
10876,68,69712
10877,68,69712
10878,68,123928
10879,130,954016
10880,16,10880
10881,179,8153620
10882,55,16324
10883,55,48976
10884,68,10884
10885,68,32656
10886,68,24496
10887,117,73492
10888,55,13120
10889,161,93040
10890,55,16336
10891,68,49012
10892,55,13120
10893,55,32680
10894,99,176740
10895,99,176740
10896,68,39364
10897,161,44224
10898,161,44224
10899,161,49048
10900,68,39364
10901,68,39364
10902,55,24532
10903,55,73600
10904,68,39364
10905,68,36808
10906,68,39364
10907,161,209680
10908,130,95956
10909,130,95956
10910,130,95956
10911,192,279664
10912,16,10912
10913,130,95956
10914,68,118096
10915,68,118096
10916,161,1276936
10917,161,1276936
10918,161,1276936
10919,174,1702276
10920,16,10920
10921,161,6810136
10922,16,16384
10923,55,49156
10924,117,12292
10925,117,32776
10926,117,36880
10927,55,110644
10928,42,10928
10929,161,32788
10930,161,18448
10931,161,49192
10932,42,10932
10933,42,32800
10934,117,41524
10935,117,73816
10936,42,10936
10937,161,36916
10938,42,16408
10939,99,55384
10940,161,27700
10941,161,32824
10942,161,83104
10943,86,599056
10944,130,10944
10945,42,32836
10946,161,20788
10947,161,49264
10948,42,10948
10949,42,32848
10950,42,24640
10951,161,73924
10952,42,10952
10953,42,55456
10954,42,16432
10955,161,49300
10956,42,12328
10957,42,32872
10958,192,399976
10959,192,399976
10960,130,10960
10961,42,32884
10962,42,41632
10963,42,49336
10964,130,10964
10965,130,32896
10966,117,24676
10967,117,74032
10968,117,10968
10969,42,37024
10970,117,16456
10971,267,975400
10972,117,18520
10973,117,32920
10974,55,62512
10975,55,166696
10976,130,10976
10977,148,93796
10978,130,16468
10979,130,49408
10980,42,10980
10981,42,32944
10982,42,24712
10983,99,400840
10984,130,10984
10985,161,400948
10986,130,16480
10987,99,79216
10988,68,13912
10989,68,32968
10990,68,37096
10991,99,281716
10992,42,10992
10993,130,32980
10994,99,70468
10995,99,70468
10996,42,10996
10997,42,32992
10998,68,27844
10999,68,74248
11000,42,20896
11001,68,41776
11002,42,20896
11003,73,237976
11004,174,225988
11005,174,225988
11006,174,225988
11007,73,564244
11008,37,11008
11009,192,190996
11010,192,190996
11011,192,190996
11012,130,11012
11013,130,33040
11014,130,24784
11015,68,74356
11016,161,11016
11017,161,79432
11018,161,16528
11019,143,67048
11020,161,12400
11021,161,33064
11022,130,37204
11023,130,111616
11024,130,11024
11025,161,33076
11026,99,31408
11027,99,49624
11028,130,11028
11029,130,33088
11030,161,24820
11031,161,74464
11032,130,11032
11033,99,59668
11034,130,16552
11035,99,424276
11036,161,18628
11037,161,33112
11038,161,55888
11039,143,453256
11040,130,11040
11041,161,33124
11042,130,16564
11043,130,49696
11044,130,13984
11045,130,33136
11046,130,24856
11047,68,83896
11048,130,11048
11049,68,125872
11050,130,16576
11051,117,59776
11052,42,12436
11053,42,33160
11054,42,37312
11055,99,179332
11056,130,11056
11057,42,33172
11058,42,18664
11059,42,49768
11060,130,11060
11061,130,33184
11062,42,63016
11063,42,74680
11064,99,95956
11065,161,53188
11066,99,95956
11067,42,56032
11068,99,95956
11069,99,95956
11070,130,359152
11071,130,359152
11072,37,11072
11073,130,33220
11074,68,16612
11075,68,49840
11076,68,11076
11077,68,33232
11078,68,24928
11079,42,94660
11080,68,11080
11081,68,56104
11082,68,16624
11083,68,49876
11084,68,12472
11085,68,33256
11086,205,250504
11087,205,250504
11088,37,11088
11089,55,33268
11090,55,94768
11091,55,94768
11092,37,11092
11093,37,33280
11094,55,24964
11095,55,74896
11096,68,11096
11097,68,37456
11098,68,16648
11099,91,84292
11100,68,18736
11101,68,33304
11102,68,56212
11103,68,168640
11104,130,11104
11105,192,144340
11106,130,16660
11107,130,49984
11108,130,11108
11109,130,33328
11110,130,25000
11111,55,427192
11112,130,11112
11113,117,84400
11114,130,16672
11115,161,50020
11116,161,26728
11117,161,33352
11118,161,37528
11119,161,126664
11120,130,11120
11121,130,33364
11122,130,18772
11123,130,50056
11124,130,11124
11125,130,33376
11126,117,28168
11127,117,75112
11128,117,15856
11129,68,95092
11130,117,16696
11131,73,304720
11132,117,42280
11133,117,42280
11134,236,481624
11135,236,481624
11136,37,11136
11137,91,67768
11138,130,16708
11139,130,50128
11140,68,23812
11141,68,33424
11142,68,25072
11143,130,75220
11144,37,11144
11145,143,2316760
11146,37,16720
11147,68,71440
11148,37,12544
11149,37,33448
11150,68,37636
11151,68,112912
11152,130,11152
11153,42,33460
11154,42,28240
11155,42,50200
11156,130,11156
11157,130,33472
11158,42,25108
11159,42,75328
11160,130,11160
11161,42,37672
11162,130,16744
11163,112,127168
11164,68,80512
11165,68,80512
11166,68,80512
11167,68,190816
11168,37,11168
11169,161,33508
11170,130,16756
11171,130,50272
11172,112,21220
11173,112,33520
11174,112,25144
11175,117,305908
11176,37,11176
11177,161,190996
11178,37,16768
11179,42,50308
11180,68,15928
11181,68,33544
11182,68,37744
11183,68,113236
11184,68,11184
11185,68,33556
11186,68,18880
11187,68,50344
11188,68,11188
11189,68,33568
11190,130,42496
11191,130,75544
11192,68,11192
11193,68,37780
11194,68,16792
11195,68,56680
11196,68,71764
11197,68,71764
11198,68,85048
11199,73,287044
11200,86,11200
11201,68,33604
11202,68,31912
11203,68,50416
11204,37,11204
11205,37,33616
11206,37,25216
11207,68,107728
11208,99,45520
11209,68,56752
11210,99,45520
11211,68,50452
11212,99,45520
11213,99,45520
11214,68,63880
11215,68,113560
11216,86,11216
11217,99,45520
11218,112,345544
11219,112,345544
11220,86,11220
11221,86,33664
11222,161,182068
11223,161,182068
11224,130,11224
11225,37,37888
11226,130,16840
11227,68,85264
11228,130,18952
11229,130,33688
11230,68,95956
11231,68,170584
11232,86,11232
11233,205,129760
11234,86,16852
11235,86,50560
11236,161,21688
11237,161,33712
11238,161,25288
11239,60,128032
11240,86,11240
11241,99,324160
11242,86,16864
11243,68,96064
11244,60,40552
11245,60,40552
11246,60,40552
11247,60,192184
11248,174,250504
11249,86,33748
11250,161,21688
11251,161,50632
11252,174,250504
11253,174,250504
11254,60,32056
11255,60,75976
11256,174,250504
11257,112,410884
11258,174,250504
11259,60,64132
11260,161,144340
11261,161,144340
11262,161,433024
11263,205,2633632
11264,24,11264
11265,60,33796
11266,60,16900
11267,60,50704
11268,86,11268
11269,86,33808
11270,86,25360
11271,60,76084
11272,86,11272
11273,205,146500
11274,86,16912
11275,86,50740
11276,86,12688
11277,86,33832
11278,86,38068
11279,86,114208
11280,37,11280
11281,86,33844
11282,42,28564
11283,42,50776
11284,37,11284
11285,37,33856
11286,86,25396
11287,86,76192
11288,37,11288
11289,205,695464
11290,37,16936
11291,148,846916
11292,60,19060
11293,60,33880
11294,60,57184
11295,60,244276
11296,130,11296
11297,60,33892
11298,37,16948
11299,37,50848
11300,86,14308
11301,86,33904
11302,86,25432
11303,86,85840
11304,130,11304
11305,86,128788
11306,130,16960
11307,112,50884
11308,112,39364
11309,112,39364
11310,112,39364
11311,86,114532
11312,130,11312
11313,112,39364
11314,112,39364
11315,112,50920
11316,130,11316
11317,130,33952
11318,68,96712
11319,68,96712
11320,37,11320
11321,112,103336
11322,37,16984
11323,112,275560
11324,37,28672
11325,37,33976
11326,86,86020
11327,86,258064
11328,37,11328
11329,130,33988
11330,130,16996
11331,130,50992
11332,130,11332
11333,130,34000
11334,130,25504
11335,86,76516
11336,81,11336
11337,86,57400
11338,81,17008
11339,130,51028
11340,81,12760
11341,81,34024
11342,81,43072
11343,81,114856
11344,37,11344
11345,81,34036
11346,205,6810136
11347,205,6810136
11348,37,11348
11349,37,34048
11350,130,25540
11351,130,76624
11352,130,11352
11353,42,38320
11354,130,17032
11355,161,184192
11356,130,19168
11357,130,34072
11358,161,163780
11359,161,172528
11360,37,11360
11361,81,43144
11362,81,17044
11363,81,51136
11364,81,12148
11365,81,34096
11366,81,25576
11367,143,491668
11368,37,11368
11369,130,599056
11370,37,17056
11371,81,51172
11372,174,138400
11373,174,138400
11374,174,138400
11375,81,145780
11376,68,11376
11377,37,34132
11378,130,19204
11379,130,51208
11380,68,11380
11381,68,34144
11382,174,28816
11383,174,76840
11384,68,14416
11385,130,64852
11386,68,17080
11387,174,57652
11388,174,43252
11389,174,43252
11390,174,129760
11391,205,1108564
11392,37,11392
11393,130,34180
11394,68,17092
11395,68,51280
11396,68,11396
11397,68,34192
11398,68,25648
11399,55,76948
11400,29,11400
11401,81,219184
11402,29,17104
11403,55,51316
11404,29,12832
11405,29,34216
11406,55,38500
11407,55,115504
11408,29,11408
11409,81,61720
11410,81,61720
11411,81,61720
11412,29,11412
11413,29,34240
11414,29,25684
11415,29,77056
11416,29,11416
11417,130,38536
11418,29,17128
11419,81,208384
11420,130,21688
11421,130,34264
11422,130,57832
11423,55,494080
11424,37,11424
11425,81,164752
11426,174,17140
11427,174,51424
11428,174,32560
11429,174,34288
11430,174,32560
11431,174,146500
11432,37,11432
11433,130,293056
11434,37,17152
11435,68,51460
11436,81,12868
11437,81,34312
11438,81,38608
11439,55,115828
11440,29,11440
11441,81,34324
11442,81,19312
11443,81,51496
11444,29,11444
11445,29,34336
11446,174,48904
11447,174,77272
11448,29,11448
11449,130,38644
11450,29,17176
11451,130,73384
11452,81,28996
11453,81,34360
11454,81,86992
11455,143,260980
11456,37,11456
11457,29,34372
11458,29,21760
11459,29,51568
11460,29,11460
11461,29,34384
11462,29,25792
11463,68,77380
11464,29,11464
11465,68,58048
11466,29,17200
11467,68,51604
11468,29,12904
11469,29,34408
11470,174,98008
11471,174,116152
11472,37,11472
11473,112,176740
11474,112,176740
11475,112,176740
11476,37,11476
11477,37,34432
11478,174,44224
11479,174,77488
11480,81,39364
11481,81,39364
11482,81,39364
11483,81,87208
11484,81,39364
11485,81,39364
11486,81,65428
11487,81,174472
11488,55,11488
11489,174,209680
11490,37,17236
11491,37,51712
11492,174,1276936
11493,174,1276936
11494,174,1276936
11495,86,314656
11496,55,11496
11497,81,118096
11498,55,17248
11499,143,110536
11500,55,14560
11501,55,34504
11502,55,38824
11503,236,1119472
11504,55,11504
11505,55,34516
11506,130,32776
11507,130,51784
11508,55,11508
11509,55,34528
11510,55,29140
11511,55,77704
11512,130,41524
11513,174,43720
11514,130,41524
11515,112,560356
11516,130,65608
11517,130,65608
11518,112,897856
11519,112,897856
11520,24,11520
11521,174,34564
11522,174,83104
11523,174,83104
11524,37,11524
11525,37,34576
11526,37,25936
11527,99,599056
11528,143,11528
11529,55,58372
11530,143,17296
11531,55,51892
11532,143,12976
11533,143,34600
11534,55,38932
11535,55,116800
11536,50,11536
11537,143,34612
11538,174,49300
11539,174,51928
11540,50,11540
11541,50,34624
11542,143,25972
11543,143,77920
11544,50,11544
11545,55,38968
11546,50,17320
11547,174,374596
11548,130,24676
11549,130,34648
11550,130,58480
11551,143,175444
11552,50,11552
11553,143,34660
11554,143,17332
11555,143,52000
11556,143,14632
11557,143,34672
11558,143,26008
11559,130,87784
11560,50,11560
11561,68,166696
11562,50,17344
11563,143,52036
11564,50,13012
11565,50,34696
11566,50,39040
11567,130,117124
11568,50,11568
11569,81,34708
11570,81,19528
11571,81,52072
11572,50,11572
11573,50,34720
11574,81,74176
11575,81,78136
11576,55,11576
11577,112,281716
11578,55,17368
11579,50,58624
11580,55,29320
11581,55,34744
11582,112,250504
11583,112,263896
11584,24,11584
11585,50,34756
11586,55,20896
11587,55,52144
11588,143,11588
11589,143,34768
11590,143,26080
11591,86,237976
11592,143,24784
11593,187,225988
11594,143,24784
11595,143,52180
11596,143,24784
11597,143,34792
11598,205,190996
11599,205,190996
11600,24,11600
11601,81,74356
11602,81,223072
11603,81,223072
11604,24,11604
11605,24,34816
11606,174,26116
11607,174,78352
11608,143,11608
11609,143,39184
11610,143,17416
11611,143,88180
11612,143,19600
11613,143,34840
11614,112,58804
11615,112,176416
11616,50,11616
11617,143,44116
11618,50,17428
11619,50,52288
11620,50,11620
11621,50,34864
11622,50,26152
11623,161,8153620
11624,50,11624
11625,174,88288
11626,50,17440
11627,174,55888
11628,143,22084
11629,143,34888
11630,143,39256
11631,174,132496
11632,50,11632
11633,50,34900
11634,143,19636
11635,143,52360
11636,50,11636
11637,50,34912
11638,143,29464
11639,143,78568
11640,143,14740
11641,130,149200
11642,143,17464
11643,55,58948
11644,143,44224
11645,143,44224
11646,143,132676
11647,143,398032
11648,99,11648
11649,143,34948
11650,50,17476
11651,50,52432
11652,112,95956
11653,112,95956
11654,112,95956
11655,50,78676
11656,37,11656
11657,112,95956
11658,37,17488
11659,112,95956
11660,37,13120
11661,37,34984
11662,50,39364
11663,50,118096
11664,37,11664
11665,81,34996
11666,81,29536
11667,81,52504
11668,37,11668
11669,37,35008
11670,81,26260
11671,81,78784
11672,37,11672
11673,81,39400
11674,37,17512
11675,81,133000
11676,218,250504
11677,218,250504
11678,218,250504
11679,81,224512
11680,99,11680
11681,68,94768
11682,81,17524
11683,81,52576
11684,81,22192
11685,81,35056
11686,81,26296
11687,68,88756
11688,99,11688
11689,81,199744
11690,99,17536
11691,104,84292
11692,143,13156
11693,143,35080
11694,143,39472
11695,81,118420
11696,143,11696
11697,143,35092
11698,143,19744
11699,143,52648
11700,143,11700
11701,143,35104
11702,143,44440
11703,143,79000
11704,143,11704
11705,143,39508
11706,143,17560
11707,143,59272
11708,174,33352
11709,174,35128
11710,174,88936
11711,81,675376
11712,99,11712
11713,143,35140
11714,143,50056
11715,143,52720
11716,99,11716
11717,99,35152
11718,99,26368
11719,143,79108
11720,37,11720
11721,130,59344
11722,37,17584
11723,130,52756
11724,37,13192
11725,37,35176
11726,130,84544
11727,130,118744
11728,99,11728
11729,37,35188
11730,104,67768
11731,104,67768
11732,99,11732
11733,99,35200
11734,81,33424
11735,81,79216
11736,143,11736
11737,143,39616
11738,143,17608
11739,50,89152
11740,143,19816
11741,143,35224
11742,81,150496
11743,81,178360
11744,50,11744
11745,81,66904
11746,99,17620
11747,99,52864
11748,55,25108
11749,55,35248
11750,55,26440
11751,55,133864
11752,50,11752
11753,55,100420
11754,50,17632
11755,156,225988
11756,81,80512
11757,81,80512
11758,81,80512
11759,81,200932
11760,50,11760
11761,50,35284
11762,50,22336
11763,50,52936
11764,50,11764
11765,50,35296
11766,143,50272
11767,143,79432
11768,174,190996
11769,125,44692
11770,174,190996
11771,125,67048
11772,174,190996
11773,174,190996
11774,125,381976
11775,125,905416
11776,24,11776
11777,81,37744
11778,99,17668
11779,99,53008
11780,81,11780
11781,81,35344
11782,81,26512
11783,81,79540
11784,99,11784
11785,81,59668
11786,99,17680
11787,81,53044
11788,99,13264
11789,99,35368
11790,81,39796
11791,81,119392
11792,143,11792
11793,99,35380
11794,81,85048
11795,81,85048
11796,143,11796
11797,143,35392
11798,50,26548
11799,50,79648
11800,143,11800
11801,50,39832
11802,143,17704
11803,81,201688
11804,99,19924
11805,99,35416
11806,99,59776
11807,81,179332
11808,24,11808
11809,112,45520
11810,143,17716
11811,143,53152
11812,125,345544
11813,125,345544
11814,125,345544
11815,99,89728
11816,24,11816
11817,81,227176
11818,24,17728
11819,143,53188
11820,143,18952
11821,143,35464
11822,143,39904
11823,112,227284
11824,24,11824
11825,81,95956
11826,81,95956
11827,81,95956
11828,24,11828
11829,24,35488
11830,174,575728
11831,174,575728
11832,99,11832
11833,99,39940
11834,99,17752
11835,174,59920
11836,99,29968
11837,99,35512
11838,174,89908
11839,174,269728
11840,50,11840
11841,187,250504
11842,187,250504
11843,187,250504
11844,37,11844
11845,37,35536
11846,37,26656
11847,73,79972
11848,37,11848
11849,99,59992
11850,37,17776
11851,37,53332
11852,37,13336
11853,37,35560
11854,73,45016
11855,73,120040
11856,50,11856
11857,187,250504
11858,187,250504
11859,187,250504
11860,50,11860
11861,50,35584
11862,37,26692
11863,37,80080
11864,143,11864
11865,73,40048
11866,143,17800
11867,73,101392
11868,143,20032
11869,143,35608
11870,99,60100
11871,99,180304
11872,50,11872
11873,99,45088
11874,143,17812
11875,143,53440
11876,143,11876
11877,143,35632
11878,143,26728
11879,73,202984
11880,50,11880
11881,99,114208
11882,50,17824
11883,99,53476
11884,50,33856
11885,50,35656
11886,50,40120
11887,55,135412
11888,99,14308
11889,50,35668
11890,50,20068
11891,50,53512
11892,99,14308
11893,99,35680
11894,143,30112
11895,143,80296
11896,99,15064
11897,73,67768
11898,99,17848
11899,143,60244
11900,50,50848
11901,50,50848
11902,50,135592
11903,125,2316760
11904,24,11904
11905,99,85840
11906,50,17860
11907,50,53584
11908,143,11908
11909,143,35728
11910,143,26800
11911,125,80404
11912,50,11912
11913,112,1100608
11914,50,17872
11915,143,53620
11916,50,13408
11917,50,35752
11918,125,50920
11919,125,120688
11920,94,11920
11921,50,35764
11922,50,30184
11923,50,53656
11924,94,11924
11925,94,35776
11926,50,26836
11927,50,80512
11928,94,11928
11929,99,86020
11930,94,17896
11931,218,2480056
11932,143,22660
11933,143,35800
11934,143,60424
11935,99,305908
11936,24,11936
11937,143,35812
11938,94,17908
11939,94,53728
11940,143,51028
11941,143,51028
11942,143,51028
11943,99,102040
11944,24,11944
11945,249,497176
11946,24,17920
11947,94,53764
11948,50,13444
11949,50,35848
11950,50,40336
11951,94,121012
11952,50,11952
11953,50,35860
11954,50,20176
11955,50,53800
11956,50,11956
11957,50,35872
11958,55,45412
11959,55,80728
11960,50,11960
11961,143,40372
11962,50,17944
11963,143,60568
11964,50,30292
11965,50,35896
11966,50,90880
11967,143,272644
11968,50,11968
11969,50,35908
11970,94,25576
11971,94,53872
11972,50,11972
11973,50,35920
11974,50,26944
11975,50,80836
11976,50,11976
11977,187,138400
11978,50,17968
11979,187,138400
11980,50,13480
11981,50,35944
11982,94,345544
11983,94,345544
11984,50,11984
11985,81,35956
11986,81,45520
11987,81,53944
11988,50,11988
11989,50,35968
11990,81,26980
11991,81,80944
11992,50,11992
11993,50,40480
11994,50,17992
11995,187,91096
11996,50,20248
11997,50,35992
11998,187,129760
11999,187,182248
12000,50,12000
12001,143,102544
12002,50,18004
12003,50,54016
12004,42,12004
12005,42,36016
12006,42,27016
12007,68,153880
12008,50,12008
12009,81,91204
12010,50,18016
12011,42,68416
12012,42,15208
12013,42,36040
12014,42,40552
12015,94,584656
12016,143,21688
12017,50,36052
12018,94,61720
12019,94,61720
12020,143,21688
12021,143,36064
12022,42,30436
12023,42,81160
12024,143,22840
12025,42,45664
12026,143,22840
12027,143,102760
12028,156,250504
12029,156,250504
12030,156,250504
12031,99,1040740
12032,112,12032
12033,50,36100
12034,187,32560
12035,187,54160
12036,42,12036
12037,42,36112
12038,42,27088
12039,187,81268
12040,42,12040
12041,187,146500
12042,42,18064
12043,50,54196
12044,42,13552
12045,42,36136
12046,42,40660
12047,42,121984
12048,24,12048
12049,42,36148
12050,94,34324
12051,94,54232
12052,24,12052
12053,24,36160
12054,187,48904
12055,187,81376
12056,24,12056
12057,187,77272
12058,24,18088
12059,187,695464
12060,94,28996
12061,94,36184
12062,94,61072
12063,143,183220
12064,68,12064
12065,50,36196
12066,42,18100
12067,42,54304
12068,42,15280
12069,42,36208
12070,42,27160
12071,42,91672
12072,68,12072
12073,42,137536
12074,68,18112
12075,42,54340
12076,68,13588
12077,68,36232
12078,68,40768
12079,42,122308
12080,68,12080
12081,68,36244
12082,68,20392
12083,68,54376
12084,68,12084
12085,68,36256
12086,125,176740
12087,125,176740
12088,94,39364
12089,50,40804
12090,94,39364
12091,94,61216
12092,94,39364
12093,94,39364
12094,94,103336
12095,94,275560
12096,112,12096
12097,68,36292
12098,68,18148
12099,68,54448
12100,68,12100
12101,68,36304
12102,68,27232
12103,187,209680
12104,68,14560
12105,187,1276936
12106,68,18160
12107,68,54484
12108,68,14560
12109,68,36328
12110,94,118096
12111,94,122632
12112,112,12112
12113,68,36340
12114,187,1276936
12115,187,1276936
12116,112,12116
12117,112,36352
12118,143,32776
12119,143,81808
12120,143,65608
12121,143,41524
12122,143,65608
12123,81,196648
12124,143,65608
12125,143,65608
12126,143,61396
12127,143,184192
12128,63,12128
12129,125,560356
12130,24,18196
12131,24,54592
12132,24,12132
12133,24,36400
12134,24,27304
12135,249,5314408
12136,63,12136
12137,187,92176
12138,63,18208
12139,50,54628
12140,156,23056
12141,156,36424
12142,156,40984
12143,112,599056
12144,63,12144
12145,63,36436
12146,63,20500
12147,63,54664
12148,63,12148
12149,63,36448
12150,63,30760
12151,63,82024
12152,156,25972
12153,156,103840
12154,156,25972
12155,187,61540
12156,156,46168
12157,156,46168
12158,68,155824
12159,68,415528
12160,112,12160
12161,63,36484
12162,63,18244
12163,63,54736
12164,156,17332
12165,156,36496
12166,156,27376
12167,63,82132
12168,112,12168
12169,156,69316
12170,112,18256
12171,156,54772
12172,112,13696
12173,112,36520
12174,156,41092
12175,156,123280
12176,37,12176
12177,63,36532
12178,63,30832
12179,63,54808
12180,37,12180
12181,37,36544
12182,37,27412
12183,37,82240
12184,37,12184
12185,37,41128
12186,37,18280
12187,94,138832
12188,63,34720
12189,63,36568
12190,63,61720
12191,187,400948
12192,112,12192
12193,68,36580
12194,37,18292
12195,37,54880
12196,125,250504
12197,125,250504
12198,125,250504
12199,156,131920
12200,112,12200
12201,94,593728
12202,112,18304
12203,63,54916
12204,156,26080
12205,156,36616
12206,156,41200
12207,156,123604
12208,156,12208
12209,112,36628
12210,112,20608
12211,112,54952
12212,156,12212
12213,156,36640
12214,156,46384
12215,156,82456
12216,156,12216
12217,37,41236
12218,156,18328
12219,37,61864
12220,94,223072
12221,94,223072
12222,94,223072
12223,94,313288
12224,50,12224
12225,156,36676
12226,156,39184
12227,156,55024
12228,112,12228
12229,112,36688
12230,112,27520
12231,156,88180
12232,63,12232
12233,125,61936
12234,63,18352
12235,112,55060
12236,63,13768
12237,63,36712
12238,63,69712
12239,63,123928
12240,50,12240
12241,63,36724
12242,174,8153620
12243,174,8153620
12244,50,12244
12245,50,36736
12246,187,55888
12247,187,82672
12248,63,12248
12249,112,41344
12250,63,18376
12251,156,93040
12252,63,20680
12253,63,36760
12254,63,104704
12255,63,186136
12256,50,13120
12257,94,176740
12258,50,18388
12259,50,55168
12260,156,44224
12261,156,44224
12262,156,44224
12263,143,149200
12264,50,13120
12265,68,157192
12266,50,18400
12267,125,283336
12268,63,17476
12269,63,36808
12270,63,41416
12271,156,209680
12272,63,39364
12273,50,36820
12274,125,95956
